#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
11201,Landa-lurreko Ondasun Higiezinen gaineko Zerga eta Gizarte Segurantza,293700.0,293700.0,295202.2
11202,Hiri-lurreko ondasun higiezinen gaineko zerga,44073000.0,44073000.0,44706654.35
11301,Trakzio Mekanikoko Ibilgailuen gaineko Zerga,14202040.0,14202040.0,13976808.22
11401,Hiri-lurren Balio-gehikuntzaren gaineko Zerga,16000000.0,16000000.0,18478509.66
13001,Ekonomia Jardueren gaineko Zerga,13200000.0,13200000.0,10581978.18
13002,Probintziako eta Estatuko kuotetako partaidetza,1050000.0,1050000.0,950000.0
28201,Eraikuntza eta instalazioen gaineko zergak,4000000.0,4000000.0,3477081.3
28301,Ehiza esparruaren ustiapena,10000.0,10000.0,1000.0
30001,Erabilgarri ez diren ondasunak saltzea,15000.0,15000.0,39661.9
30002,Argitalpen eta inprimakien salmenta,8000.0,8000.0,883.28
30004,Montehermosoko ondasun eta elementuen salmenta,0.0,0.0,11122.09
30006,Montehermosoko diru-sarrerak,0.0,0.0,5457.0
30007,Turismo Bulegoaren diru-sarrerak,70000.0,70000.0,0.0
31001,Zaborrak bildu eta suntsitzea,13174930.0,13174930.0,10202396.14
31002,Ontzi eta hondakinen gaikako bilketa,1520000.0,1520000.0,1875669.11
31003,Prebentzio eta Su Itzaltze Zerbitzua,30000.0,30000.0,5714.27
31004,Ibilgailuak kaletik kentzea eta biltegian gordetzea,300000.0,300000.0,392546.73
31005,Hirigintza-kontsultei idatziz erantzutea,7000.0,7000.0,50763.58
31006,Hirigintza-lizentziak,250000.0,250000.0,125899.45
31007,Establezimenduak irekitzeko lizentziak,355000.0,355000.0,285692.82
31008,Etxeetakoez kanpoko ur zikinak estolda-sarera isurtzea,400000.0,400000.0,300122.4
31009,Gardelegiko zabortegian hondakinak hustea,4520000.0,4520000.0,3246146.36
31010,"Txostenak, argazkiak, planoak, fotokopiak eta antzekoak ematea",175000.0,175000.0,264926.05
31012,"Hileta-zerbitzuak: ehorztea, hilobitik ateratzea, lekualdatzeak...",580000.0,580000.0,537022.28
31015,Osasun eta Kontsumo Sailak eskainitako zerbitzuak,70000.0,70000.0,154655.29
31016,LEP azterketetako tasak,0.0,13257.7,13636.45
31019,Herritarren Udal Txartela bikoiztea,0.0,0.0,3438.0
31101,Instalazioak bide publikoan,650000.0,650000.0,557931.14
31102,Kioskoak bide publikoan,2500.0,2500.0,2575.44
31103,Mahaitxoak bide publikoan,250000.0,250000.0,241252.05
31104,Zangak eta beste irekitzea,200000.0,200000.0,275899.68
31105,TAO txandakakoa,1950000.0,1950000.0,2026014.07
31106,"Lurra, lurgaina eta lurpea okupatzea, Gasnalsa eta Iberdrola barne",5050000.0,5050000.0,6176142.73
31108,"Europa jauregia, Goiuri jauregia eta Principal antzokia erabiltzea",100000.0,100000.0,68319.51
31109,Gizarte-etxeetako gelak eta ekitaldi-aretoak erabiltzea,30000.0,30000.0,27654.77
31110,Ibilgailuen pasabideak,1720000.0,1720000.0,1415410.4
31111,Salbatzailearen hilerriko lurzoru-lagapenak,200000.0,200000.0,166538.7
31112,Jundizko enpresa zentroko aretoak erabiltzea,1500.0,1500.0,10291.03
31113,Autotaxi lizentzia eskuratzeko azterketa,0.0,0.0,486.92
31115,Adinduentzako zentro soziokulturaletako espazioak erabiltzea,0.0,0.0,712.5
34000,Udal sozietate anonimoek zerbitzuak ematea,1635861.0,1635861.0,1571467.61
34001,Osasun eta Kontsumo Sailaren lantegiak,0.0,0.0,30396.04
34002,"Haur eskolak, udaleku irekiak eta jolas txokoak",1035280.0,1035280.0,869011.66
34004,Etxez etxeko laguntza (3. adina),530000.0,530000.0,558163.0
34005,Egoitzetako egonaldiak (3. adina),3525000.0,3525000.0,3587331.54
34006,Gizartegintzako lantegiak,70000.0,70000.0,72603.45
34007,Lanaren bidezko prestakuntza,50000.0,50000.0,49976.41
34008,Mendizorrotzeko instalazioetarako abonamendua,5650000.0,5650000.0,5505435.84
34009,Aldi baterako eta denboraldiko abonamenduak (Gamarra),160000.0,160000.0,133139.05
34010,Kirol instalazioak erabiltzea (erreserba eta salmenta),954200.0,954200.0,868663.07
34012,Udal Folklore Akademiako matrikulak,150000.0,150000.0,129264.16
34013,Kultur ikastaro eta lantegiak,331200.0,331200.0,285629.2
34014,Antzokiko leihatilak,460000.0,460000.0,88750.76
34015,Ludoteketako zerbitzuak,51888.0,51888.0,-63710.52
34016,"Ikus-entzunezko materiala eta beste mailegatzea, gazteei",9000.0,9000.0,6744.76
34018,Lehendakaritzako lantegiak,79488.0,79488.0,205686.32
34020,Kirol kanpainetako abonatuak,1324800.0,1324800.0,1267670.21
34021,Osasun Zerbitzuaren prezioa,74000.0,74000.0,64632.0
34023,"Egonaldia, CAMAS",40000.0,40000.0,40472.02
34025,Adinekoentzako zentro soziokulturaletako bazkariak,350000.0,350000.0,413136.77
34026,Egoitzetako egonaldien likidazioa (3. adina),100000.0,100000.0,44626.83
34032,Lehendakaritzako sarrera-salmenta,0.0,0.0,-8386.34
34036,Material didaktikoaren salmenta,0.0,0.0,89.38
34038,Ezkontza-zerbitzua,50000.0,50000.0,30825.0
34039,Kudeaketa gastuen konpentsazioa,0.0,979302.77,983447.24
36002,Urbanizazio-kuotak,1.0,1.0,344528.65
36003,Unespa eta hitzartu gabeko konpainien kuota,950000.0,950000.0,937103.21
38001,Okerreko ordainketak itzultzea,726700.0,726700.0,700200.84
38002,Iragarki-argitalpenen gastuak itzultzea,2000.0,2000.0,56246.06
38003,Aseguru-etxeek gastu eta kalte-ordainak itzultzea,1.0,101813.59,101813.88
38004,Premiamendu-bideko kostuak itzultzea,20000.0,20000.0,7893.01
38005,Bide judizialeko kalte-ordainak itzultzea,10000.0,10000.0,11149.31
39101,Trafiko arau-hausteengatiko isunak,6680000.0,6680000.0,5029050.9
39102,Zerga-ikuskaritzako arau-hausteengatiko isunak,700000.0,721241.55,757357.17
39103,Kontratua ez betetzeagatiko zigorrak,40000.0,40000.0,0.0
39201,Premiamendu-gainordainak,1000000.0,1000000.0,903902.32
39401,Auto-istripuek bide publikoan eragindako kalteak,100000.0,100000.0,83240.3
39402,Ekintza basatiek ondasunetan eragindako kalteak,5000.0,5000.0,28482.75
39404,Betearazte subsidiarioengatiko sarrerak,10000.0,10000.0,6245.98
39405,Epai kostuek sortutako sarrerak,15000.0,15000.0,31526.38
39601,Telefonia-enpresen sarrerak,1100000.0,1100000.0,879602.56
39901,Dohaintzak,2001.0,2001.0,1944.36
39902,Bestelako diru-sarrerak,50000.0,50000.0,740966.37
39903,Aurreko ekitaldietako berandutze-interesak,0.0,0.0,9998.47
