#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
11201,Landa-lurreko Ondasun Higiezinen gaineko Zerga eta Gizarte Segurantza,296000.0,296000.0,292445.24
11202,Hiri-lurreko ondasun higiezinen gaineko zerga,45500000.0,45500000.0,46749651.93
11301,Trakzio Mekanikoko Ibilgailuen gaineko Zerga,14000000.0,14000000.0,13991047.2
11401,Hiri-lurren Balio-gehikuntzaren gaineko Zerga,18700000.0,18700000.0,25142552.24
13001,Ekonomia Jardueren gaineko Zerga,8500000.0,8500000.0,9027632.45
13002,Probintziako eta Estatuko kuotetako partaidetza,1450000.0,1450000.0,1456170.21
28201,Eraikuntza eta instalazioen gaineko zergak,6350000.0,6350000.0,5893345.42
28301,Ehiza esparruaren ustiapena,0.0,0.0,6333.0
30001,Erabilgarri ez diren ondasunak saltzea,40000.0,40000.0,35370.3
30002,Argitalpen eta inprimakien salmenta,1000.0,1000.0,3310.61
30004,Montehermosoko ondasun eta elementuen salmenta,5000.0,5000.0,2814.5
30006,Energia elektrikoa saltzea,3000.0,3000.0,10728.21
30007,Turismo Bulegoko ondasun eta elementuen salmenta,25000.0,25000.0,22580.52
31001,Zaborrak bildu eta suntsitzea,11500000.0,11500000.0,10366529.71
31002,Ontzi eta hondakinen gaikako bilketa,1706000.0,1706000.0,1584233.87
31003,Prebentzio eta Su Itzaltze Zerbitzua,6000.0,6000.0,2176.91
31004,Ibilgailuak bide publikotik kentzea,300000.0,300000.0,271198.88
31005,Hirigintza-kontsultei erantzutea,15000.0,15000.0,7075.34
31006,Hirigintza-lizentziak,250000.0,250000.0,277848.3
31007,Establezimenduak irekitzeko lizentziak,275000.0,275000.0,321266.44
31008,Etxeetakoez kanpoko ur zikinak isurtzea,327510.0,327510.0,110753.02
31009,Gardelegiko zabortegian hondakinak hustea,4000000.0,4000000.0,4400123.38
31010,"Txostenak, atestatuak, fotokopiak, planoak eta antzekoak egitea",300000.0,300000.0,412210.91
31012,Hileta-zerbitzuak.,600000.0,600000.0,541892.04
31015,Osasun eta Kontsumo Sailak eskainitako zerbitzuak,250000.0,250000.0,283260.79
31016,Azterketa-tasak,7000.0,7000.0,7255.5
31019,Herritarren Udal Txartela bikoiztea,10000.0,10000.0,12681.0
31101,Instalazioak bide publikoan,650000.0,650000.0,571850.77
31102,Kioskoak bide publikoan,2500.0,2500.0,2607.36
31103,Mahaitxoak bide publikoan,280000.0,280000.0,286506.8
31104,Zangak eta beste irekitzea,450000.0,450000.0,487516.08
31105,TAO,2000000.0,2000000.0,1889971.64
31106,"Lurra, lurgaina eta lurpea okupatzea, Gasnalsa eta Iberdrola barne",5000000.0,5000000.0,4142512.97
31108,"Biltzar-jauregia, Principal antzokia, zezen-plaza eta beste erabiltzea",300000.0,300000.0,184968.14
31109,Gizarte-etxeetako aretoak erabiltzea,30000.0,30000.0,28033.51
31110,Ibilgailuen pasabideak,1550000.0,1550000.0,1290105.1
31111,Salbatzailearen hilerriko lurzoru-lagapenak,200000.0,200000.0,178699.98
31112,Jundizko enpresa zentroko aretoak erabiltzea,10000.0,10000.0,5620.82
31113,Autotaxi lizentzia eskuratzeko azterketa,0.0,0.0,54.18
31115,Adinduentzako zentro soziokulturaletako espazioak erabiltzea,1000.0,1000.0,2020.5
34000,Udal sozietate anonimoek zerbitzuak ematea,440000.0,440000.0,0.0
34001,Osasun eta Kontsumo Sailaren lantegiak,30000.0,30000.0,31713.93
34002,"Haur eskolak, udaleku irekiak eta jolas txokoak",650000.0,650000.0,535529.74
34004,Etxez etxeko laguntza (3. adina),550000.0,550000.0,633006.8
34005,Egoitzetako egonaldiak (3. adina),3600000.0,3600000.0,3560007.49
34006,Gizartegintzako lantegiak,70000.0,70000.0,80307.62
34007,Lanaren bidezko prestakuntza,50000.0,50000.0,35816.15
34008,Mendizorrotzeko instalazioetarako abonamendua,5650000.0,5650000.0,5933974.14
34009,Aldi baterako abonamenduak (Gamarra),150000.0,150000.0,142233.0
34010,Kirol instalazioak erabiltzea (erreserba eta salmenta),1150000.0,1150000.0,938645.0
34012,Udal Folklore Akademiako matrikulak,146000.0,146000.0,80370.39
34013,Kultur ikastaro eta lantegiak,300000.0,300000.0,328195.56
34014,Antzokiko leihatilak,350000.0,350000.0,135357.09
34015,Ludoteketako zerbitzuak,0.0,0.0,12491.42
34016,Ikus-entzunezko materialen mailegua,8000.0,8000.0,7584.51
34018,Lehendakaritzako lantegiak,285000.0,285000.0,262816.81
34020,Kirol kanpainetako abonatuak,1250000.0,1250000.0,1369617.34
34021,Osasun Zerbitzuaren prezioa,70000.0,70000.0,43850.0
34023,"Egonaldia, CAMAS",40000.0,40000.0,35213.39
34025,Adinekoentzako zentro soziokulturaletako bazkariak,400000.0,400000.0,423235.29
34026,Egoitzetako egonaldien likidazioa (3. adina),60000.0,60000.0,83276.63
34032,Lehendakaritzako sarrera-salmenta,0.0,0.0,5766.91
34036,Material didaktikoaren salmenta,0.0,0.0,1.74
34038,Ezkontza-zerbitzua,30000.0,30000.0,24158.1
34039,Kudeaketa gastuen konpentsazioa,1000000.0,1000000.0,853602.83
34040,Autobus-geltoki berriko diru-sarrerak,580000.0,580000.0,602971.23
36002,Urbanizazio-kuotak,2000.0,2000.0,0.0
36003,Unespa eta hitzartu gabeko konpainien kuota,925000.0,925000.0,964681.56
38001,Ordainketak itzultzea,700000.0,700000.0,1625603.14
38002,Iragarki-argitalpenen gastuak itzultzea,50000.0,50000.0,43901.78
38003,Aseguru-etxeek gastu eta kalte-ordainak itzultzea,1.0,215052.15,390118.85
38004,Premiamendu-bideko kostuak itzultzea,8000.0,8000.0,5672.51
38005,Bide judizialeko kalte-ordainak itzultzea,15000.0,15000.0,45042.79
39101,Trafiko arau-hausteengatiko isunak,5480000.0,5480000.0,8092714.37
39102,Prozedura zigortzaileetako diru-sarrerak,700000.0,700000.0,1513550.88
39103,Kontratua ez betetzeagatiko zigorrak,40000.0,40000.0,306120.72
39201,Premiamendu-gainordainak,950000.0,950000.0,910481.84
39401,Auto-istripuek bide publikoan eragindako kalteak,100000.0,100000.0,128276.8
39402,Ekintza basatiek ondasunetan eragindako kalteak,5000.0,5000.0,4364.6
39403,SISZren jardunak galtzadak garbitzeko,0.0,0.0,408.53
39404,Betearazte subsidiarioengatiko sarrerak,10000.0,10000.0,403.09
39405,Epai kostuek sortutako sarrerak,25000.0,25000.0,17193.95
39601,Telefonia-enpresen sarrerak,850000.0,850000.0,969157.25
39901,Dohaintzak,2000.0,2000.0,1170.29
39902,Bestelako diru-sarrerak,50000.0,50000.0,221235.19
39903,Aurreko ekitaldietako berandutze-interesak,4000.0,4000.0,5555.67
39906,Floridako jaiotzako dohainak,1.0,11225.13,11225.13
39907,San Anton zozketako diru-sarrerak,1.0,1.0,15466.77
39909,San Martineko aparkalekuko diru-sarreretako partaidetza,0.0,0.0,139758.64
40000,Administrazio Orokorretik,136001.0,136001.0,8991.58
41000,Eusko Jaurlaritzatik,12912432.0,14889799.1,13372743.72
42000,Arabako Foru Aldunditik,7492099.63,17318085.05,54463730.02
42001,FOFEL,147882505.09,147882505.09,148426111.89
42003,Hitzartu gabeko zergak,290000.0,290000.0,301681.56
42004,Estatuaren laguntzak berreskuratzea,0.0,0.0,601593.53
47000,Enpresetatik,60000.0,100000.0,120000.0
49000,Europar Batasuneko erakundeetatik,460000.0,460000.0,975900.59
52500,Udalaren interesak banku eta kutxetan,10000.0,10000.0,78229.91
53100,Udal partaidetza duten enpresen irabazietako partaidetza,0.0,0.0,0.0
53200,Beste enpresa batzuetatik,0.0,0.0,16.01
54001,Udalaren hiri-funtsen alokairu-errentak,150000.0,150000.0,146859.45
54002,Enpresa-mintegietako lokalak alokatzea,100000.0,100000.0,105136.12
54200,Landa-funtsen alokairua,32.41,32.41,0.0
55000,Emakiden emaitzak,1880000.0,1880000.0,1449474.84
59001,Suhiltzaileen etxeko instalazioak erabiltzea,400.0,400.0,180.0
59002,Lur sailak erabiltzea,40000.0,40000.0,38914.96
60900,Lursailetatik - Udal lursailak besterentzea,4930000.0,4930000.0,2575916.79
60901,Ustiapenen nahitaezko lagapenak,0.0,0.0,320710.62
61200,Eraikinak eta bestelako eraikuntzak,8050000.0,8050000.0,0.0
70000,Estatutik,0.0,0.0,0.0
71000,Eusko Jaurlaritzatik,542000.0,831310.24,2199825.49
72000,Arabako Foru Aldunditik,0.0,1082191.45,1082191.45
79000,Europar Batasuneko erakunde publikoak,0.0,0.0,1266020.29
87200,Diruzaintzako soberakina gastu orokorretarako,0.0,2279414.79,0.0
87210,Diruzaintzako soberakina finantzaketa atxikia duten gastuetarako,0.0,1154881.21,0.0
93301,Inbertsioak finantzatzeko finantza-pasiboak,11687000.0,11987009.23,11987009.23
