#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
11201,Landa-lurreko Ondasun Higiezinen gaineko Zerga eta Gizarte Segurantza,289000.0,289000.0,293974.83
11202,Hiri-lurreko ondasun higiezinen gaineko zerga,41150000.0,41150000.0,42189314.86
11301,Trakzio Mekanikoko Ibilgailuen gaineko Zerga,14390000.0,14390000.0,14247552.65
11401,Hiri-lurren Balio-gehikuntzaren gaineko Zerga,14500000.0,14500000.0,17730778.33
13001,Ekonomia Jardueren gaineko Zerga,11000000.0,11000000.0,10922611.64
13002,Probintziako eta Estatuko kuotetako partaidetza,1050000.0,1050000.0,1030996.87
13003,"EJZren konpentsazioa, Eusko Jaurlaritzak eta Foru Aldundiak emana",1.0,1.0,0.0
19001,Iraungitako beste zenbait zuzeneko zerga,0.0,0.0,46.92
28201,Eraikuntza eta instalazioen gaineko zergak,11000000.0,11000000.0,4613291.9
28301,Ehiza esparruaren ustiapena,8000.0,8000.0,7738.0
30001,Erabilgarri ez diren ondasunak saltzea,15000.0,15000.0,28620.0
30002,Argitalpen eta inprimakien salmenta,8000.0,8000.0,7920.64
30004,Montehermosoko ondasun eta elementuen salmenta,20000.0,20000.0,27354.43
30005,Folklore Akademiako ondasun eta elementuen salmenta,1.0,1.0,0.0
30006,Montehermosoko diru-sarrerak,8000.0,8000.0,9110.84
30007,Turismo Bulegoaren diru-sarrerak,10000.0,10000.0,0.0
31001,Zaborrak bildu eta suntsitzea,10360000.0,10360000.0,11620914.34
31002,Ontzi eta hondakinen gaikako bilketa,1600000.0,1600000.0,1233493.48
31003,Prebentzio eta Su Itzaltze Zerbitzua,5000.0,5000.0,10990.13
31004,Ibilgailuak kaletik kentzea eta biltegian gordetzea,300000.0,300000.0,325664.18
31005,Hirigintza-kontsultei idatziz erantzutea,7000.0,7000.0,6312.15
31006,Hirigintza-lizentziak,10000.0,10000.0,11828.34
31007,Establezimenduak irekitzeko lizentziak,450000.0,450000.0,302112.13
31008,Etxeetakoez kanpoko ur zikinak estolda-sarera isurtzea,332000.0,332000.0,302025.07
31009,Gardelegiko zabortegian hondakinak hustea,4500000.0,4500000.0,3860595.11
31010,"Txostenak, argazkiak, planoak, fotokopiak eta antzekoak ematea",170000.0,170000.0,204133.79
31011,Udal langile eta materialekin emandako zerbitzuak,1.0,1.0,0.0
31012,"Hileta-zerbitzuak: ehorztea, hilobitik ateratzea, lekualdatzeak...",570000.0,570000.0,563948.06
31013,Kostu orokorrak eta administrazio-kostuak,1.0,1.0,0.0
31014,Ibilgailuak desinfektatzeko parkea,1.0,1.0,0.0
31015,Osasun eta Kontsumo Sailak eskainitako zerbitzuak,70000.0,70000.0,77918.41
31016,LEP azterketetako tasak,6000.0,6000.0,89.6
31101,Instalazioak bide publikoan,550000.0,550000.0,560154.31
31102,Kioskoak bide publikoan,2500.0,2500.0,2550.6
31103,Mahaitxoak bide publikoan,140000.0,140000.0,157448.36
31104,Zangak eta beste irekitzea,550000.0,550000.0,372826.07
31105,TAO txandakakoa,1900000.0,1900000.0,2011973.16
31106,"Lurra, lurgaina eta lurpea okupatzea, Gasnalsa eta Iberdrola barne",4800000.0,4800000.0,3934367.93
31108,"Biltzar-jauregia, Principal antzokia, zezen-plaza eta beste erabiltzea",100000.0,100000.0,115893.86
31109,Gizarte-etxeetako gelak eta ekitaldi-aretoak erabiltzea,30000.0,30000.0,26544.26
31110,Ibilgailuen pasabideak,1800000.0,1800000.0,1693024.27
31111,Salbatzailearen hilerriko lurzoru-lagapenak,300000.0,300000.0,96764.77
31112,Jundizko enpresa zentroko aretoak erabiltzea,2000.0,2000.0,2989.85
34000,Udal sozietate anonimoek zerbitzuak ematea,3000000.0,3000000.0,0.0
34001,Osasun eta Kontsumo Sailaren lantegiak,30000.0,30000.0,-5388.0
34002,"Haur eskolak, udaleku irekiak eta jolas txokoak",1300000.0,1300000.0,1061411.89
34003,Kultur ikastaro eta txangoak,6200.0,6200.0,317.77
34004,Etxez etxeko laguntza (3. adina),530000.0,530000.0,504988.09
34005,Egoitzetako egonaldiak (3. adina),3737000.0,3737000.0,3501552.49
34006,Gizartegintzako lantegiak,70000.0,70000.0,65314.83
34007,Lanaren bidezko prestakuntza,80000.0,80000.0,62272.22
34008,Mendizorrotzeko instalazioetarako abonamendua,5300000.0,5300000.0,5283039.11
34009,Aldi baterako eta denboraldiko abonamenduak (Gamarra),130000.0,130000.0,145460.15
34010,Kirol instalazioak erabiltzea (erreserba eta salmenta),790000.0,790000.0,877357.19
34012,Udal Folklore Akademiako matrikulak,130000.0,130000.0,141613.75
34013,Kultura-lantegiak,200000.0,200000.0,202848.57
34014,Antzokiko leihatilak,460000.0,460000.0,350000.0
34015,Ludoteketako zerbitzuak,25000.0,25000.0,1547.92
34016,"Ikus-entzunezko materiala eta beste mailegatzea, gazteei",9000.0,9000.0,7011.09
34017,Otazuko etxea alokatzea,3000.0,3000.0,0.0
34018,Lehendakaritzako lantegiak,55000.0,55000.0,52264.81
34020,Kirol kanpainetako abonatuak,950000.0,950000.0,821965.37
34021,Mendizorrotzeko zerbitzu medikoak,20000.0,20000.0,36549.89
34023,"Egonaldia, CAMAS",30000.0,30000.0,42084.37
34025,Adinekoentzako zentro soziokulturaletako bazkariak,300000.0,300000.0,345602.27
34026,Egoitzetako egonaldien likidazioa (3. adina),100000.0,100000.0,67709.61
34027,Udal sozietate anonimoek zerbitzuak ematea,0.0,0.0,1913068.36
34029,Prestakuntza-ikastaro eta -jarduerak,0.0,0.0,1200.0
34032,Lehendakaritzako sarrera-salmenta,7000.0,7000.0,707.1
34035,Zezen-ikuskizunak,0.0,0.0,13910.39
34036,Material didaktikoaren salmenta,500.0,500.0,451.32
